CPDBID,Name/Model,Era,Year,"Technology Base",Chassis,"Rules Level (Current)",Tonnage,Designer,"Battle Value",Cost,Rating
2942,"Thunderbolt TDR-5Sb","Star League",2753,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1613,6141410,-----
106,"Thunderbolt TDR-5SE","Late Succession Wars",2910,"Inner Sphere",Biped,Introductory,65,"Catalyst Game Labs",1414,5461610,3.187500
107,"Thunderbolt TDR-5SS","Late Succession Wars",2930,"Inner Sphere",Biped,Introductory,65,"Catalyst Game Labs",1337,5275985,4.125000
3915,"Thunderbolt TDR-60-RLA",Jihad,3072,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1975,16467385,-----
375,"Thunderbolt TDR-7M","Late Succession Wars",3049,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1495,5903810,4.777778
1015,"Thunderbolt TDR-7SE","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1809,6524210,4.200000
1016,"Thunderbolt TDR-9M","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1648,6350960,3.833333
1017,"Thunderbolt TDR-9NAIS","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1864,14265460,3.000000
4663,"Thunderbolt TDR-9Nr",Jihad,3072,"Inner Sphere",Biped,Advanced,65,"Catalyst Game Labs",1635,16006210,-----
376,"Thunderbolt TDR-9S","Clan Invasion",3050,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1494,5911730,3.500000
377,"Thunderbolt TDR-9SE","Late Succession Wars",3049,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1439,5801510,3.562500
4664,"Thunderbolt TDR-9T",Jihad,3083,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1589,15743310,-----
4966,"Ti Ts'ang TSG-10L",Republic,3125,"Inner Sphere",Biped,Advanced,60,"Catalyst Game Labs",1730,57958080,-----
4187,"Ti Ts'ang TSG-9C",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1989,15248480,-----
3418,"Ti Ts'ang TSG-9DDC",Jihad,3083,"Inner Sphere",Biped,Advanced,60,"Catalyst Game Labs",2013,21120960,-----
811,"Ti Ts'ang TSG-9H","Clan Invasion",3059,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1880,15361280,3.500000
3991,"Ti Ts'ang TSG-9H (Jason)",Jihad,3068,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1641,15058880,-----
812,"Ti Ts'ang TSG-9J","Clan Invasion",3060,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1909,15299680,3.500000
4119,"Tian-Zong TNZ-N1",Republic,3090,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",2167,17559500,-----
4120,"Tian-Zong TNZ-N2",Republic,3096,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",1726,17892000,-----
3526,"Tian-Zong TNZ-N3","Dark Age",3140,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",2167,17559500,-----
3953,"Tian-Zong TNZ-N3 (Jasminda)",Republic,3111,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",1826,17963750,-----
3474,Tiburon,Republic,3099,Clan,Biped,Advanced,35,"Catalyst Game Labs",1841,6791535,-----
3244,"Titan II TI-2P",Jihad,3071,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2143,10110500,-----
4473,"Titan II TI-2PA",Jihad,3076,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2468,10629000,-----
4472,"Titan TI-1A","Early Succession Wars",2787,"Inner Sphere",Biped,Introductory,100,"Catalyst Game Labs",1959,9760000,-----
5188,"Titan TI-1Aj","Late Succession Wars",3023,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2328,10904000,-----
5189,"Titan TI-1Ar","Late Succession Wars",3023,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2165,10464000,-----
4621,"Tomahawk A","Civil War",3065,Clan,Biped,"Tournament Legal",100,"Catalyst Game Labs",2762,29423125,-----
4622,"Tomahawk B","Civil War",3065,Clan,Biped,"Tournament Legal",100,"Catalyst Game Labs",3323,29890000,-----
4623,"Tomahawk C","Civil War",3065,Clan,Biped,"Tournament Legal",100,"Catalyst Game Labs",2985,28798125,-----
3547,"Tomahawk II A",Republic,3088,Clan,Biped,Advanced,100,"Catalyst Game Labs",2697,30310000,-----
3548,"Tomahawk II B",Republic,3088,Clan,Biped,Advanced,100,"Catalyst Game Labs",3513,32167500,-----
3549,"Tomahawk II C",Republic,3088,Clan,Biped,Advanced,100,"Catalyst Game Labs",2938,30457500,-----
3546,"Tomahawk II PRIME",Republic,3088,Clan,Biped,Advanced,100,"Catalyst Game Labs",3334,30805000,-----
3545,"Tomahawk II [BASE]",Republic,3088,Clan,Biped,Advanced,100,"Catalyst Game Labs",1277,25555000,-----
4620,"Tomahawk PRIME","Civil War",3065,Clan,Biped,"Tournament Legal",100,"Catalyst Game Labs",3101,29445000,-----
4619,"Tomahawk [BASE]","Civil War",3065,Clan,Biped,"Tournament Legal",100,"Catalyst Game Labs",1277,24930000,-----
4053,"Toro TR-A-1","Age of War",2481,Primitive,Biped,"Advanced (Extinct)",35,"Catalyst Game Labs",671,2127555,-----
3277,"Toro TR-A-6","Age of War",2548,"Inner Sphere",Biped,Introductory,35,"Catalyst Game Labs",864,2396430,-----
843,"Toyama TYM-1A","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1714,16120125,4.000000
4194,"Toyama TYM-1B",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal (Extinct)",75,"Catalyst Game Labs",1788,15659875,-----
4195,"Toyama TYM-1C",Jihad,3072,"Inner Sphere",Biped,"Advanced (Extinct)",75,"Catalyst Game Labs",1727,17367875,-----
3350,"Trebaruna TR-XB",Jihad,3081,"Inner Sphere",Quad,"Tournament Legal",95,"Catalyst Game Labs",2223,10863450,-----
5180,"Trebaruna TR-XH",Republic,3115,"Inner Sphere",Quad,Advanced,95,"Catalyst Game Labs",2453,21932625,-----
4550,"Trebaruna TR-XJ",Jihad,3081,"Inner Sphere",Quad,"Tournament Legal",95,"Catalyst Game Labs",2270,11265150,-----
4551,"Trebaruna TR-XL",Jihad,3081,"Inner Sphere",Quad,"Tournament Legal",95,"Catalyst Game Labs",2244,18109650,-----
3809,"Trebuchet TBT-3C","Star League",2780,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1342,9636000,-----
159,"Trebuchet TBT-5J","Early Succession Wars",2850,"Inner Sphere",Biped,Introductory,50,"Catalyst Game Labs",1191,4338500,2.909091
162,"Trebuchet TBT-5N","Early Succession Wars",2799,"Inner Sphere",Biped,Introductory,50,"Catalyst Game Labs",1191,4203500,3.000000
160,"Trebuchet TBT-5S","Early Succession Wars",2864,"Inner Sphere",Biped,Introductory,50,"Catalyst Game Labs",984,3942500,2.850000
161,"Trebuchet TBT-7K","Late Succession Wars",3025,"Inner Sphere",Biped,Introductory,50,"Catalyst Game Labs",996,4004000,2.590909
329,"Trebuchet TBT-7M","Late Succession Wars",3048,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1348,8808500,2.583333
3325,"Trebuchet TBT-7MM (Merida)","Dark Age",3140,"Inner Sphere (Mixed)",Biped,Advanced,50,"Catalyst Game Labs",2028,9962000,-----
3810,"Trebuchet TBT-8B",Jihad,3071,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1314,9828000,-----
1156,"Trebuchet TBT-9K","Clan Invasion",3059,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1329,8897000,3.166667
4951,"Trebuchet TBT-9R","Dark Age",3131,"Inner Sphere (Mixed)",Biped,Advanced,50,"Catalyst Game Labs",2165,44422250,-----
3595,"Trebuchet TBT-K7R",Republic,3088,"Inner Sphere",Biped,Advanced,50,"Catalyst Game Labs",1415,8674500,-----
4261,"Trebuchet TBT-XK7",Jihad,3081,"Inner Sphere",Biped,Advanced,50,"Catalyst Game Labs",1549,9797000,-----
4981,"Triskelion TRK-4V","Dark Age",3146,"Inner Sphere (Mixed)",Tripod,Advanced,75,"Catalyst Game Labs",2702,20897188,-----
4860,"Trooper TP-1R","Age of War",2475,Primitive,Biped,"Advanced (Extinct)",20,"Catalyst Game Labs",236,1415200,-----
3129,"Tsunami TS-P1","Clan Invasion",3052,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",933,3640560,-----
2932,"Tsunami TS-P1D","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",1298,4616360,-----
2741,"Tundra Wolf",Jihad,3076,Clan,Biped,"Tournament Legal",75,"Catalyst Game Labs",3131,18317250,-----
2742,"Tundra Wolf 2",Jihad,3076,Clan,Biped,"Tournament Legal",75,"Catalyst Game Labs",3626,17997000,-----
2743,"Tundra Wolf 3",Jihad,3076,Clan,Biped,"Tournament Legal",75,"Catalyst Game Labs",3292,18364500,-----
3375,"Tundra Wolf 4",Jihad,3077,Clan,Biped,"Tournament Legal",75,"Catalyst Game Labs",2873,17673250,-----
5098,"Tundra Wolf 5",Republic,3086,Clan,Biped,"Tournament Legal",75,"Catalyst Game Labs",2645,13489000,-----
2432,"Turkina A","Clan Invasion",3052,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",2906,25872844,3.500000
2433,"Turkina B","Clan Invasion",3052,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",3420,25507219,3.800000
2434,"Turkina C","Clan Invasion",3052,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",2798,26677219,4.666667
2673,"Turkina D","Clan Invasion",3061,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",3132,26779594,3.750000
3700,"Turkina E",Jihad,3070,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",3147,26530969,-----
2674,"Turkina H","Civil War",3062,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",2712,25872844,4.000000
2431,"Turkina PRIME","Clan Invasion",3052,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",2944,26662594,3.800000
4856,"Turkina U",Jihad,3077,Clan,Biped,Advanced,95,"Catalyst Game Labs",2520,29958581,-----
3701,"Turkina X",Jihad,3077,Clan,Biped,Advanced,95,"Catalyst Game Labs",3056,27458438,-----
4285,"Turkina Z",Jihad,3072,Clan,Biped,"Experimental (Extinct)",95,"Catalyst Game Labs",3935,32580844,-----
2430,"Turkina [BASE]","Clan Invasion",3052,Clan,Biped,"Tournament Legal",95,"Catalyst Game Labs",1235,22704094,-----
2451,"Uller (Kit Fox) A","Early Succession Wars",2890,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1310,5100713,3.000000
2452,"Uller (Kit Fox) B","Early Succession Wars",2890,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1087,5232744,2.750000
6146,"Uller (Kit Fox) BLO","Dark Age",3140,"Clan (Mixed)",Biped,"Tournament Legal (Extinct)",30,"Catalyst Game Labs",988,6240244,-----
2453,"Uller (Kit Fox) C","Clan Invasion",3050,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1147,6031675,2.500000
2454,"Uller (Kit Fox) D","Early Succession Wars",2890,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1142,5302050,2.777778
2631,"Uller (Kit Fox) E","Clan Invasion",3054,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1415,5310744,2.900000
3150,"Uller (Kit Fox) F",Jihad,3069,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1219,5198213,-----
3864,"Uller (Kit Fox) G","Clan Invasion",3054,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1368,5575050,-----
2564,"Uller (Kit Fox) H","Clan Invasion",3059,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1214,5165713,2.300000
4890,"Uller (Kit Fox) I",Republic,3101,Clan,Biped,Advanced,30,"Catalyst Game Labs",1936,7962744,-----
2450,"Uller (Kit Fox) PRIME","Early Succession Wars",2890,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1085,5256713,3.300000
4891,"Uller (Kit Fox) R",Republic,3121,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1232,5072438,-----
2565,"Uller (Kit Fox) S","Clan Invasion",3050,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1342,5355838,3.400000
4842,"Uller (Kit Fox) U",Jihad,3077,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1486,5304000,-----
3151,"Uller (Kit Fox) W","Clan Invasion",3051,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1431,5042050,-----
2447,"Uller (Kit Fox) [BASE]","Early Succession Wars",2890,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",386,4265625,-----
4017,"Uraeus UAE-7R","Dark Age",3135,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",1843,10545500,-----
608,"UrbanMech IIC","Early Succession Wars",2849,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",798,1799525,2.357143
4209,"UrbanMech IIC 2",Jihad,3070,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",855,1898650,-----
4708,"UrbanMech UM-AIV",Jihad,3072,"Inner Sphere",Biped,Advanced,30,"Catalyst Game Labs",603,2455700,-----
200,"UrbanMech UM-R60","Star League",2675,"Inner Sphere",Biped,Introductory,30,"Catalyst Game Labs",504,1464125,3.000000
201,"UrbanMech UM-R60L","Late Succession Wars",2925,"Inner Sphere",Biped,Introductory,30,"Catalyst Game Labs",470,1568125,2.558824
273,"UrbanMech UM-R63","Clan Invasion",3050,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",540,1744925,3.000000
3762,"UrbanMech UM-R68","Civil War",3065,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",561,1517425,-----
3763,"UrbanMech UM-R69","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",589,1690325,-----
1119,"UrbanMech UM-R70","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",724,1743625,2.714286
4709,"UrbanMech UM-R80",Jihad,3076,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",699,2344225,-----
3586,"UrbanMech UM-R93",Republic,3130,"Inner Sphere",Biped,Advanced,30,"Catalyst Game Labs",894,1877525,-----
3504,"Ursa URA-2A",Republic,3122,"Inner Sphere",Quad,"Tournament Legal",65,"Catalyst Game Labs",1887,15891700,-----
4430,"Ursa URA-2C",Republic,3125,Clan,Quad,"Tournament Legal",65,"Catalyst Game Labs",2570,16248100,-----
777,Ursus,"Clan Invasion",3059,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",1778,4450000,3.375000
4221,"Ursus 2",Jihad,3074,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",2054,10515000,-----
3428,"Ursus 3",Jihad,3079,Clan,Biped,Advanced,50,"Catalyst Game Labs",1284,5573500,-----
3356,"Ursus II",Jihad,3078,Clan,Biped,"Tournament Legal",50,"Catalyst Game Labs",2069,8769250,-----
4162,"Ursus PR",Jihad,3074,"Clan (Mixed)",Biped,"Tournament Legal (Extinct)",50,"Catalyst Game Labs",1194,5798500,-----
1157,"Uziel UZL-2S","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1352,9997500,3.500000
3186,"Uziel UZL-2S (Jacob II)",Jihad,3071,"Inner Sphere",Biped,Advanced,50,"Catalyst Game Labs",1271,12485000,-----
3195,"Uziel UZL-2S (Jacob)",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1513,8817500,-----
1158,"Uziel UZL-3S","Civil War",3065,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1189,9740250,3.166667
4280,"Uziel UZL-8S",Jihad,3075,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1393,10710500,-----
3663,"Valiant (Hot Knife) VAL-NT-JX",Jihad,3076,"Inner Sphere",Biped,Advanced,30,"Catalyst Game Labs",989,6848140,-----
4451,"Valiant V4-LNT-J3",Jihad,3074,"Inner Sphere",Biped,Advanced,30,"Catalyst Game Labs",926,3946215,-----
2949,"Valiant V4-LNT-K7",Jihad,3068,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",894,3271840,-----
4452,"Valiant VLN-3T",Jihad,3074,"Inner Sphere",Biped,Advanced,30,"Catalyst Game Labs",852,3310840,-----
4868,"Valiant VLT-3E",Republic,3098,"Inner Sphere",Biped,Advanced,30,"Catalyst Game Labs",998,5062200,-----
207,"Valkyrie VLK-QA","Early Succession Wars",2787,"Inner Sphere",Biped,Introductory,30,"Catalyst Game Labs",723,2166320,3.000000
274,"Valkyrie VLK-QD","Late Succession Wars",3049,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",807,2509520,2.687500
913,"Valkyrie VLK-QD1","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",878,5993520,2.833333
3911,"Valkyrie VLK-QD2",Jihad,3072,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",638,5909020,-----
914,"Valkyrie VLK-QD3","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",882,5344820,2.100000
4641,"Valkyrie VLK-QD4",Jihad,3085,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",657,6750770,-----
4892,"Valkyrie VLK-QD8",Republic,3102,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",787,6326320,-----
208,"Valkyrie VLK-QF","Late Succession Wars",2967,"Inner Sphere",Biped,Introductory,30,"Catalyst Game Labs",653,2124070,1.571429
3948,"Valkyrie VLK-QS5",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",774,4726020,-----
3383,"Valkyrie VLK-QT2",Jihad,3081,"Inner Sphere",Biped,"Tournament Legal",30,"Catalyst Game Labs",863,4887220,-----
4642,"Valkyrie VLK-QW5",Jihad,3085,"Inner Sphere",Biped,"Tournament Legal (Extinct)",30,"Catalyst Game Labs",689,6416020,-----
3505,"Vandal LI- [BASE]","Dark Age",3142,"Inner Sphere",Biped,Advanced,65,"Catalyst Game Labs",1052,24060781,-----
3506,"Vandal LI-O","Dark Age",3142,"Inner Sphere",Biped,Advanced,65,"Catalyst Game Labs",1881,28188359,-----
3507,"Vandal LI-OA","Dark Age",3142,"Inner Sphere",Biped,Advanced,65,"Catalyst Game Labs",1865,32102469,-----
3513,"Vandal LI-OB","Dark Age",3142,"Inner Sphere",Biped,Advanced,65,"Catalyst Game Labs",1659,28471334,-----
1100,"Vanquisher VQR-2A","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal (Extinct)",100,"Catalyst Game Labs",2234,12262000,3.500000
1101,"Vanquisher VQR-2B","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal (Extinct)",100,"Catalyst Game Labs",2073,11914000,2.500000
4325,"Vanquisher VQR-5V",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal (Extinct)",100,"Catalyst Game Labs",2334,20254000,-----
4326,"Vanquisher VQR-7U",Jihad,3071,"Inner Sphere",Biped,"Advanced (Extinct)",100,"Catalyst Game Labs",2144,20644500,-----
4327,"Vanquisher VQR-7V",Jihad,3071,"Inner Sphere",Biped,"Tournament Legal (Extinct)",100,"Catalyst Game Labs",2420,16110000,-----
3640,"Vanquisher VQR-7V (Pravuil)",Jihad,3073,"Inner Sphere",Biped,"Advanced (Extinct)",100,"Catalyst Game Labs",2073,14570000,-----
534,"Venom SDR-9K","Clan Invasion",3050,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",798,6371910,2.583333
739,"Venom SDR-9KA","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",865,6344910,3.166667
740,"Venom SDR-9KB","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",769,6062760,2.333333
2979,"Venom SDR-9KC","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",939,6863310,-----
1019,"Verfolger VR5-R","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1639,14347960,3.900000
4294,"Verfolger VR6-C",Jihad,3068,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1584,14215960,-----
4295,"Verfolger VR6-T",Jihad,3082,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1811,14390860,-----
3844,"Victor C","Clan Invasion",3050,"Inner Sphere (Mixed)",Biped,"Tournament Legal",80,"Catalyst Game Labs",1925,8139720,-----
1224,"Victor VTR-10D","Civil War",3064,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",1894,8865120,4.000000
1063,"Victor VTR-10L","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",2279,10166520,4.500000
3842,"Victor VTR-10S","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",2034,18206400,-----
3843,"Victor VTR-11D","Civil War",3065,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",2021,15588720,-----
45,"Victor VTR-9A","Age of War",2508,"Inner Sphere",Biped,Introductory,80,"Catalyst Game Labs",1236,7923720,1.285714
47,"Victor VTR-9A1","Age of War",2508,"Inner Sphere",Biped,Introductory,80,"Catalyst Game Labs",1302,7932720,2.500000
53,"Victor VTR-9B","Age of War",2510,"Inner Sphere",Biped,Introductory,80,"Catalyst Game Labs",1378,7941720,3.230769
4062,"Victor VTR-9B (Li)","Late Succession Wars",3028,"Inner Sphere",Biped,Introductory,80,"Catalyst Game Labs",1625,8199120,-----
424,"Victor VTR-9K","Late Succession Wars",3049,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",1717,8391720,3.071429
4936,"Victor VTR-9K2 (St. James)",Jihad,3069,"Inner Sphere",Biped,Advanced,80,"Catalyst Game Labs",1993,14567520,-----
4823,"Victor VTR-9Ka",Jihad,3076,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",1594,9468120,-----
54,"Victor VTR-9S","Late Succession Wars",2998,"Inner Sphere",Biped,Introductory,80,"Catalyst Game Labs",1360,7959720,2.583333
855,"Victor VTR-C","Clan Invasion",3054,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",1717,8838120,3.125000
4824,"Victor VTR-Cr",Jihad,3069,"Inner Sphere",Biped,Advanced,80,"Catalyst Game Labs",1465,9144120,-----
4432,"Viking IIC",Republic,3095,Clan,Biped,Advanced,90,"Catalyst Game Labs",2780,11639400,-----
871,"Viking VKG-2F","Clan Invasion",3059,"Inner Sphere",Biped,"Tournament Legal",90,"Catalyst Game Labs",2079,9428750,3.333333
872,"Viking VKG-2G","Clan Invasion",3060,"Inner Sphere",Biped,"Tournament Legal",90,"Catalyst Game Labs",2152,9418300,3.750000
4198,"Viking VKG-3A",Jihad,3074,"Inner Sphere",Biped,Advanced,90,"Catalyst Game Labs",1876,11992800,-----
4199,"Viking VKG-3W",Jihad,3072,"Inner Sphere",Biped,"Tournament Legal (Extinct)",90,"Catalyst Game Labs",1778,9823000,-----
168,"Vindicator VND-1AA ""Avenging Angel""","Early Succession Wars",2863,"Inner Sphere",Biped,Introductory,45,"Catalyst Game Labs",966,3820533,2.166667
